payment_id,vehicle_id,customer_id,payment_date,payment_method,amount,payment_status,transaction_reference,created_at
755,18539,7280,2024-10-25,Debit Card,689427.7,COMPLETED,TXN-212779341,2026-08-14 11:46:23
756,1493,8586,2022-09-18,UPI,1189105.6,COMPLETED,TXN-777716521,2026-08-14 11:46:23
757,16315,4726,2023-11-28,Debit Card,1174180.8,COMPLETED,TXN-122065392,2026-08-14 11:46:23
758,2856,4237,2022-07-17,UPI,257651.18,COMPLETED,TXN-993426784,2026-08-14 11:46:23
759,17348,7074,2020-02-11,Debit Card,233699.63,FAILED,TXN-298470044,2026-08-14 11:46:23
760,1512,5519,2021-12-14,Debit Card,1561090.07,COMPLETED,TXN-778150755,2026-08-14 11:46:23
761,16429,657,2025-12-24,Debit Card,406694.9,PENDING,TXN-732603404,2026-08-14 11:46:23
762,4574,9928,2020-04-08,Loan,1654159.33,COMPLETED,TXN-885218375,2026-08-14 11:46:23
763,6576,8189,2024-10-13,Credit Card,1078170.34,COMPLETED,TXN-169499170,2026-08-14 11:46:23
764,17391,4181,2024-03-19,Credit Card,830039.14,COMPLETED,TXN-873808307,2026-08-14 11:46:23
765,9062,4532,2022-09-28,Loan,1740363.78,COMPLETED,TXN-713421282,2026-08-14 11:46:23
766,1667,9843,2022-01-19,Credit Card,656739.77,COMPLETED,TXN-812869852,2026-08-14 11:46:23
767,16393,4093,2025-12-27,Bank Transfer,1952187.64,COMPLETED,TXN-256489624,2026-08-14 11:46:23
768,7874,2250,2026-03-11,UPI,1617651.71,COMPLETED,TXN-946923235,2026-08-14 11:46:23
769,17672,7721,2025-07-09,Debit Card,1645773.53,COMPLETED,TXN-905363274,2026-08-14 11:46:23
770,14906,9835,2024-12-15,Bank Transfer,1908478.96,COMPLETED,TXN-988923529,2026-08-14 11:46:23
771,4572,4429,2025-01-12,Debit Card,1066406.65,FAILED,TXN-895744753,2026-08-14 11:46:23
772,3763,3647,2021-08-01,UPI,709266.52,COMPLETED,TXN-853536165,2026-08-14 11:46:23
773,9529,3006,2020-08-28,Bank Transfer,384891.5,COMPLETED,TXN-882553958,2026-08-14 11:46:23
774,14701,9448,2023-07-05,Bank Transfer,637252.94,FAILED,TXN-699694613,2026-08-14 11:46:23
775,9012,5402,2022-07-26,Credit Card,678935.71,FAILED,TXN-141442206,2026-08-14 11:46:23
776,19191,3478,2023-11-01,Loan,341470.52,PENDING,TXN-611671821,2026-08-14 11:46:23
777,17233,8594,2020-01-24,Bank Transfer,2078578.43,COMPLETED,TXN-601091269,2026-08-14 11:46:23
778,4455,3398,2026-03-21,UPI,1954430.8,COMPLETED,TXN-574596678,2026-08-14 11:46:23
779,1820,3004,2021-12-27,Debit Card,807778.38,FAILED,TXN-177887435,2026-08-14 11:46:23
780,12763,9328,2023-01-19,Debit Card,698580.76,COMPLETED,TXN-988040606,2026-08-14 11:46:23
781,11523,185,2025-03-24,UPI,460551.64,COMPLETED,TXN-205854724,2026-08-14 11:46:23
782,8114,9788,2026-04-27,Bank Transfer,952120.56,FAILED,TXN-177306333,2026-08-14 11:46:23
783,6186,4745,2020-12-10,Debit Card,386713.7,COMPLETED,TXN-189076873,2026-08-14 11:46:23
784,17901,2713,2023-05-27,Loan,1084813.62,COMPLETED,TXN-250148738,2026-08-14 11:46:23
785,5737,2623,2023-07-22,Loan,631056.15,FAILED,TXN-744799737,2026-08-14 11:46:23
786,18747,4673,2025-01-24,UPI,1241187.64,COMPLETED,TXN-365653906,2026-08-14 11:46:23
787,12716,461,2020-12-29,Bank Transfer,554465.4,FAILED,TXN-971637225,2026-08-14 11:46:23
788,12812,2775,2023-03-26,Loan,620313.63,COMPLETED,TXN-669532305,2026-08-14 11:46:23
789,13145,9770,2021-01-05,Credit Card,611176.25,PENDING,TXN-973087800,2026-08-14 11:46:23
790,18979,1853,2023-11-18,UPI,1371060.85,PENDING,TXN-859616686,2026-08-14 11:46:23
791,15778,3001,2025-10-19,Debit Card,1005402.94,COMPLETED,TXN-203044524,2026-08-14 11:46:23
792,16935,2481,2026-06-30,UPI,401915.18,PENDING,TXN-170434363,2026-08-14 11:46:23
793,7418,6689,2024-06-04,UPI,961849.39,COMPLETED,TXN-972631154,2026-08-14 11:46:23
794,9405,8098,2023-06-05,Bank Transfer,505425.06,PENDING,TXN-839954755,2026-08-14 11:46:23
795,11446,7034,2020-06-18,Credit Card,408484.81,COMPLETED,TXN-387347547,2026-08-14 11:46:23
796,19509,8951,2025-05-07,Bank Transfer,637327.61,PENDING,TXN-311248838,2026-08-14 11:46:23
797,11882,6904,2023-09-30,Loan,170867.5,FAILED,TXN-138373328,2026-08-14 11:46:23
798,19230,317,2020-05-24,Debit Card,1272651.02,FAILED,TXN-854105915,2026-08-14 11:46:23
799,5611,4471,2020-12-30,Loan,1639705.05,FAILED,TXN-279162504,2026-08-14 11:46:23
800,3014,6152,2026-06-04,Credit Card,132905.6,FAILED,TXN-949719892,2026-08-14 11:46:23
801,19006,2736,2021-01-07,UPI,253044.84,PENDING,TXN-799594128,2026-08-14 11:46:23
802,11241,6692,2022-01-06,Loan,1347992.24,COMPLETED,TXN-771715425,2026-08-14 11:46:23
803,373,8893,2024-11-20,UPI,625427.13,COMPLETED,TXN-141853589,2026-08-14 11:46:23
804,1302,397,2025-12-21,UPI,552675.0,FAILED,TXN-202068743,2026-08-14 11:46:23
805,11909,7201,2026-02-11,Bank Transfer,1068259.61,FAILED,TXN-940023940,2026-08-14 11:46:23
806,19704,7860,2023-04-12,Credit Card,546552.65,COMPLETED,TXN-164410640,2026-08-14 11:46:23
807,3889,9279,2024-01-18,Bank Transfer,1823796.77,FAILED,TXN-110173772,2026-08-14 11:46:23
808,14166,73,2023-12-03,Loan,169760.35,COMPLETED,TXN-323136129,2026-08-14 11:46:23
809,19238,8628,2020-01-15,Loan,1391719.72,PENDING,TXN-357669243,2026-08-14 11:46:23
810,13568,3007,2020-06-27,Loan,1455976.05,COMPLETED,TXN-636424449,2026-08-14 11:46:23
811,3960,2992,2025-12-19,Bank Transfer,1202924.42,COMPLETED,TXN-600725106,2026-08-14 11:46:23
812,10441,1416,2025-05-30,Bank Transfer,1019794.93,PENDING,TXN-321186190,2026-08-14 11:46:23
813,246,1365,2022-11-07,Debit Card,706310.93,COMPLETED,TXN-103583516,2026-08-14 11:46:23
814,9112,129,2022-07-02,UPI,326779.65,PENDING,TXN-950198384,2026-08-14 11:46:23
815,3125,7670,2025-02-19,Loan,135019.8,COMPLETED,TXN-329834093,2026-08-14 11:46:23
816,8,2541,2025-07-21,Credit Card,1047387.69,PENDING,TXN-485249498,2026-08-14 11:46:23
817,17571,3639,2023-04-12,Credit Card,142671.08,COMPLETED,TXN-831922940,2026-08-14 11:46:23
818,18497,2048,2021-05-16,Loan,200624.69,COMPLETED,TXN-566640517,2026-08-14 11:46:23
819,2670,1455,2025-05-06,Credit Card,174384.61,COMPLETED,TXN-406818021,2026-08-14 11:46:23
820,17801,8622,2025-12-17,Bank Transfer,619321.61,COMPLETED,TXN-663925510,2026-08-14 11:46:23
821,8827,3305,2024-08-09,UPI,752713.45,COMPLETED,TXN-745476090,2026-08-14 11:46:23
822,1815,3812,2020-12-14,Debit Card,173650.75,COMPLETED,TXN-276035190,2026-08-14 11:46:23
823,3404,3768,2023-03-26,Credit Card,473298.26,FAILED,TXN-194007353,2026-08-14 11:46:23
824,18859,3391,2021-07-07,Bank Transfer,419044.87,COMPLETED,TXN-237120871,2026-08-14 11:46:23
825,5971,7022,2023-01-22,Credit Card,464702.51,COMPLETED,TXN-300168653,2026-08-14 11:46:23
826,9163,6663,2025-05-31,Bank Transfer,743905.64,COMPLETED,TXN-945206034,2026-08-14 11:46:23
827,4865,7260,2025-06-14,Debit Card,1995879.0,COMPLETED,TXN-954823457,2026-08-14 11:46:23
828,5693,9424,2025-02-16,Loan,454510.0,FAILED,TXN-594643371,2026-08-14 11:46:23
829,13693,2510,2021-08-21,UPI,1112343.85,PENDING,TXN-300630912,2026-08-14 11:46:23
830,14409,4140,2023-02-06,UPI,1439877.05,COMPLETED,TXN-774962185,2026-08-14 11:46:23
831,19682,59,2023-01-08,Bank Transfer,1590331.54,PENDING,TXN-206675458,2026-08-14 11:46:23
832,7082,3179,2020-07-28,Credit Card,2407298.28,COMPLETED,TXN-224358474,2026-08-14 11:46:23
833,5202,6122,2024-09-23,Credit Card,1105906.76,COMPLETED,TXN-872322734,2026-08-14 11:46:23
834,19445,9073,2024-05-30,Loan,403452.35,FAILED,TXN-886949330,2026-08-14 11:46:23
835,13778,6230,2020-01-15,Loan,491713.37,PENDING,TXN-228416866,2026-08-14 11:46:23
836,6031,4085,2020-01-31,UPI,359243.28,FAILED,TXN-662739405,2026-08-14 11:46:23
837,6354,8807,2023-02-24,UPI,396023.38,FAILED,TXN-343670011,2026-08-14 11:46:23
838,15250,7998,2026-04-15,UPI,647505.42,COMPLETED,TXN-813859807,2026-08-14 11:46:23
839,9189,101,2024-06-15,Debit Card,848242.54,PENDING,TXN-199374944,2026-08-14 11:46:23
840,184,1364,2023-05-14,Debit Card,870016.06,COMPLETED,TXN-137663819,2026-08-14 11:46:23
841,4230,2341,2023-12-23,Credit Card,139433.17,COMPLETED,TXN-961931642,2026-08-14 11:46:23
842,14944,3842,2021-12-24,Debit Card,605748.52,COMPLETED,TXN-689279070,2026-08-14 11:46:23
843,11271,1960,2023-10-23,Loan,1781481.4,COMPLETED,TXN-683032765,2026-08-14 11:46:23
844,17944,1033,2022-03-04,Debit Card,485837.94,PENDING,TXN-672133051,2026-08-14 11:46:23
845,9433,9778,2022-03-07,Debit Card,719065.6,COMPLETED,TXN-636398490,2026-08-14 11:46:23
846,16896,17,2024-08-14,Bank Transfer,564412.24,FAILED,TXN-286898372,2026-08-14 11:46:23
847,7542,7072,2025-04-21,UPI,719866.43,FAILED,TXN-240345037,2026-08-14 11:46:23
848,14494,3613,2025-02-25,UPI,485526.77,COMPLETED,TXN-786342727,2026-08-14 11:46:23
849,14962,2222,2021-11-21,Debit Card,1065603.09,COMPLETED,TXN-948563152,2026-08-14 11:46:23
850,9643,921,2025-09-06,UPI,1021564.14,COMPLETED,TXN-925130946,2026-08-14 11:46:23
851,13797,1688,2020-08-12,UPI,842043.02,COMPLETED,TXN-509460262,2026-08-14 11:46:23
852,8341,9055,2025-09-15,Credit Card,204868.49,COMPLETED,TXN-894232464,2026-08-14 11:46:23
853,6391,9784,2025-01-16,Loan,1741096.73,PENDING,TXN-716955917,2026-08-14 11:46:23
854,2194,7314,2023-10-14,Debit Card,1443153.72,COMPLETED,TXN-597064896,2026-08-14 11:46:23
855,8329,7707,2025-10-24,Credit Card,714750.5,COMPLETED,TXN-509618608,2026-08-14 11:46:23
856,13617,5725,2021-10-15,Loan,1071239.19,COMPLETED,TXN-832212762,2026-08-14 11:46:23
857,1146,2692,2020-04-20,Bank Transfer,554632.79,COMPLETED,TXN-159786471,2026-08-14 11:46:23
858,2444,8339,2023-10-24,UPI,433202.52,COMPLETED,TXN-116381649,2026-08-14 11:46:23
859,12986,5441,2022-03-27,Bank Transfer,550041.79,COMPLETED,TXN-479896279,2026-08-14 11:46:23
860,6299,477,2020-09-08,Credit Card,1091636.06,FAILED,TXN-251761282,2026-08-14 11:46:23
861,1415,2144,2022-01-24,Loan,1363257.74,COMPLETED,TXN-703200865,2026-08-14 11:46:23
862,18083,2579,2021-05-11,UPI,725414.77,FAILED,TXN-944171658,2026-08-14 11:46:23
863,10733,6493,2020-10-13,Bank Transfer,243257.97,COMPLETED,TXN-525925162,2026-08-14 11:46:23
864,18208,7377,2023-04-08,Credit Card,497810.01,COMPLETED,TXN-282646144,2026-08-14 11:46:23
865,13104,1641,2021-10-07,Loan,279316.94,COMPLETED,TXN-583473019,2026-08-14 11:46:23
866,9801,8503,2022-12-23,Bank Transfer,812972.13,FAILED,TXN-916587781,2026-08-14 11:46:23
867,16664,5824,2022-07-08,Loan,1215016.19,FAILED,TXN-664413574,2026-08-14 11:46:23
868,15376,4942,2022-07-24,Debit Card,529242.41,COMPLETED,TXN-265615161,2026-08-14 11:46:23
869,807,1164,2020-09-17,Debit Card,641254.24,COMPLETED,TXN-784362018,2026-08-14 11:46:23
870,1308,3560,2026-05-01,Credit Card,826794.17,FAILED,TXN-178239009,2026-08-14 11:46:23
871,15155,4796,2020-08-03,Debit Card,1534751.88,FAILED,TXN-919518977,2026-08-14 11:46:23
872,5861,1941,2021-03-24,UPI,1125844.72,COMPLETED,TXN-583095783,2026-08-14 11:46:23
873,11796,2922,2024-07-02,Debit Card,1515604.27,COMPLETED,TXN-103051392,2026-08-14 11:46:23
874,2533,5754,2021-03-26,UPI,726255.32,COMPLETED,TXN-750176242,2026-08-14 11:46:23
875,4285,6110,2024-04-09,Loan,1069643.84,COMPLETED,TXN-802693358,2026-08-14 11:46:23
876,10803,2016,2025-09-24,UPI,1789090.33,COMPLETED,TXN-749477337,2026-08-14 11:46:23
877,8800,9663,2024-12-26,Debit Card,568537.35,PENDING,TXN-415988324,2026-08-14 11:46:23
878,4067,5945,2023-11-17,Bank Transfer,997143.5,COMPLETED,TXN-251181450,2026-08-14 11:46:23
879,5952,4528,2023-12-08,UPI,1068914.98,COMPLETED,TXN-329539087,2026-08-14 11:46:23
880,7511,6282,2024-04-18,Loan,1739007.61,FAILED,TXN-254353354,2026-08-14 11:46:23
881,5583,3168,2026-06-06,Bank Transfer,424725.64,PENDING,TXN-675594866,2026-08-14 11:46:23
882,11106,2712,2022-01-12,UPI,1044455.86,COMPLETED,TXN-958267083,2026-08-14 11:46:23
883,14783,6952,2026-05-07,Bank Transfer,1719857.79,COMPLETED,TXN-110123397,2026-08-14 11:46:23
884,9166,5853,2024-08-04,UPI,771890.71,FAILED,TXN-323205121,2026-08-14 11:46:23
885,15516,6057,2025-12-02,Credit Card,429974.74,COMPLETED,TXN-362509036,2026-08-14 11:46:23
886,12330,8733,2020-09-23,Bank Transfer,603635.4,COMPLETED,TXN-881113599,2026-08-14 11:46:23
887,7849,2585,2022-07-10,Bank Transfer,751354.83,COMPLETED,TXN-120391030,2026-08-14 11:46:23
888,3681,651,2023-01-28,Bank Transfer,593152.96,FAILED,TXN-632899391,2026-08-14 11:46:23
889,6973,7124,2025-10-29,Credit Card,1868153.17,COMPLETED,TXN-586406091,2026-08-14 11:46:23
890,256,6853,2025-02-18,UPI,409315.96,COMPLETED,TXN-292948811,2026-08-14 11:46:23
891,15914,2600,2025-07-03,UPI,888924.37,COMPLETED,TXN-744946141,2026-08-14 11:46:23
892,13203,8686,2025-07-04,Loan,670951.1,PENDING,TXN-100804099,2026-08-14 11:46:23
893,17650,5218,2021-12-02,Bank Transfer,167831.02,COMPLETED,TXN-167311948,2026-08-14 11:46:23
894,8823,6589,2021-01-05,Debit Card,1266393.69,PENDING,TXN-573788085,2026-08-14 11:46:23
895,17270,9540,2020-12-28,Debit Card,436245.72,FAILED,TXN-351469931,2026-08-14 11:46:23
896,10422,144,2021-10-04,UPI,612076.95,FAILED,TXN-986919585,2026-08-14 11:46:23
897,4894,9806,2023-09-26,UPI,423501.72,COMPLETED,TXN-848850312,2026-08-14 11:46:23
898,9916,4699,2023-04-11,Bank Transfer,1551067.39,COMPLETED,TXN-987467014,2026-08-14 11:46:23
899,1699,3567,2023-04-28,Credit Card,398778.97,COMPLETED,TXN-340702523,2026-08-14 11:46:23
900,5627,8529,2023-09-28,Debit Card,540951.86,COMPLETED,TXN-261587690,2026-08-14 11:46:23
901,15525,832,2020-09-12,Credit Card,796561.69,COMPLETED,TXN-814879953,2026-08-14 11:46:23
902,9087,3674,2024-11-05,Debit Card,557086.69,COMPLETED,TXN-690793469,2026-08-14 11:46:23
903,2193,2821,2022-11-09,Credit Card,1393370.3,COMPLETED,TXN-128596465,2026-08-14 11:46:23
904,9848,8336,2023-10-31,Loan,1020568.19,COMPLETED,TXN-816842133,2026-08-14 11:46:23
905,15859,7922,2025-09-27,Credit Card,152706.37,COMPLETED,TXN-340819139,2026-08-14 11:46:23
906,6332,6283,2020-07-20,Loan,2127702.52,COMPLETED,TXN-758083488,2026-08-14 11:46:23
907,3826,9589,2025-11-16,Bank Transfer,360634.16,FAILED,TXN-440186094,2026-08-14 11:46:23
908,19627,8004,2022-01-29,Bank Transfer,832245.4,FAILED,TXN-298335741,2026-08-14 11:46:23
909,3747,5989,2022-03-30,Credit Card,1174309.13,COMPLETED,TXN-294399008,2026-08-14 11:46:23
910,4537,5673,2020-01-10,UPI,764469.35,COMPLETED,TXN-725583402,2026-08-14 11:46:23
911,7479,5052,2024-12-21,Debit Card,1658802.14,COMPLETED,TXN-940241606,2026-08-14 11:46:23
912,17974,7265,2023-03-02,Debit Card,963772.62,PENDING,TXN-979052659,2026-08-14 11:46:23
913,6679,9782,2020-01-09,UPI,500199.72,FAILED,TXN-677556899,2026-08-14 11:46:23
914,6351,3692,2020-12-19,Debit Card,561027.64,FAILED,TXN-737293190,2026-08-14 11:46:23
915,5283,2629,2022-01-29,Credit Card,470097.92,COMPLETED,TXN-955346218,2026-08-14 11:46:23
916,6831,3176,2021-11-10,Credit Card,795878.87,COMPLETED,TXN-294535222,2026-08-14 11:46:23
917,17597,1560,2020-11-16,Loan,494644.15,COMPLETED,TXN-933358927,2026-08-14 11:46:23
918,4996,4067,2026-08-04,Credit Card,212738.44,COMPLETED,TXN-950982016,2026-08-14 11:46:23
919,12448,8021,2024-07-14,Debit Card,797399.61,COMPLETED,TXN-400225072,2026-08-14 11:46:23
920,16650,8149,2022-02-14,Loan,1358522.63,PENDING,TXN-115291802,2026-08-14 11:46:23
921,15430,4707,2020-09-22,Debit Card,118226.14,COMPLETED,TXN-819233688,2026-08-14 11:46:23
922,4527,5240,2020-07-18,UPI,434350.97,COMPLETED,TXN-485353948,2026-08-14 11:46:23
923,9080,9354,2023-07-05,Bank Transfer,368478.66,PENDING,TXN-324070184,2026-08-14 11:46:23
924,19376,533,2024-02-29,Loan,1781416.38,COMPLETED,TXN-299528689,2026-08-14 11:46:23
925,3898,9126,2022-12-02,Debit Card,239681.79,COMPLETED,TXN-138301268,2026-08-14 11:46:23
926,968,8777,2020-07-18,Debit Card,1082869.17,COMPLETED,TXN-594900406,2026-08-14 11:46:23
927,8713,6473,2024-11-22,Credit Card,1192385.83,FAILED,TXN-934629744,2026-08-14 11:46:23
928,11183,6279,2022-12-13,Debit Card,484569.26,COMPLETED,TXN-497231524,2026-08-14 11:46:23
929,1578,9126,2023-02-24,Debit Card,1301036.71,COMPLETED,TXN-235067303,2026-08-14 11:46:23
930,10052,8676,2021-07-29,Bank Transfer,1098106.39,PENDING,TXN-560465400,2026-08-14 11:46:23
931,10790,4372,2025-08-08,Bank Transfer,1702339.47,PENDING,TXN-274941466,2026-08-14 11:46:23
932,19078,3185,2024-08-18,Loan,202295.62,PENDING,TXN-914752113,2026-08-14 11:46:23
933,13467,1513,2020-08-17,Loan,171318.3,COMPLETED,TXN-644392335,2026-08-14 11:46:23
934,17551,6965,2024-04-15,UPI,570820.08,COMPLETED,TXN-953321855,2026-08-14 11:46:23
935,15940,8453,2020-10-06,Loan,559016.77,COMPLETED,TXN-164564470,2026-08-14 11:46:23
936,4840,5095,2025-04-05,Credit Card,1167698.64,FAILED,TXN-850878209,2026-08-14 11:46:23
937,1760,4260,2023-03-31,Bank Transfer,349317.55,PENDING,TXN-870920890,2026-08-14 11:46:23
938,3424,9681,2024-04-13,Credit Card,676477.17,COMPLETED,TXN-883714504,2026-08-14 11:46:23
939,13832,9138,2025-02-15,Debit Card,769077.57,FAILED,TXN-992754742,2026-08-14 11:46:23
940,18488,4893,2020-02-27,Debit Card,1114242.14,FAILED,TXN-992892469,2026-08-14 11:46:23
941,8521,558,2022-03-01,Credit Card,1679489.94,COMPLETED,TXN-836934385,2026-08-14 11:46:23
942,19282,2338,2025-08-28,UPI,1792686.24,COMPLETED,TXN-855420851,2026-08-14 11:46:23
943,9003,2526,2025-09-24,Loan,73829.07,COMPLETED,TXN-538597801,2026-08-14 11:46:23
944,15846,3415,2024-04-15,Loan,1122738.84,COMPLETED,TXN-475600230,2026-08-14 11:46:23
945,5496,7145,2023-06-06,Debit Card,291239.26,COMPLETED,TXN-940517840,2026-08-14 11:46:23
946,3800,9909,2022-04-04,Loan,1090750.61,COMPLETED,TXN-943275006,2026-08-14 11:46:23
947,8340,9853,2022-11-18,Debit Card,699673.39,COMPLETED,TXN-962771442,2026-08-14 11:46:23
948,17114,1886,2020-09-19,Loan,217985.67,FAILED,TXN-353749073,2026-08-14 11:46:23
949,1488,9718,2026-03-24,Credit Card,446643.53,PENDING,TXN-479319995,2026-08-14 11:46:23
950,6547,8673,2022-07-31,Credit Card,411637.91,COMPLETED,TXN-392685889,2026-08-14 11:46:23
951,19611,9303,2022-11-19,Credit Card,1164844.44,COMPLETED,TXN-263044942,2026-08-14 11:46:23
952,18170,2397,2020-04-17,Bank Transfer,495909.29,COMPLETED,TXN-463582795,2026-08-14 11:46:23
953,6975,7889,2020-09-05,UPI,492116.46,PENDING,TXN-834123137,2026-08-14 11:46:23
954,17399,2515,2022-05-31,Credit Card,91230.99,COMPLETED,TXN-663968132,2026-08-14 11:46:23
955,7223,1076,2022-02-09,UPI,1097940.45,COMPLETED,TXN-525394879,2026-08-14 11:46:23
956,11129,2081,2026-03-17,Loan,465892.39,COMPLETED,TXN-806125663,2026-08-14 11:46:23
957,13556,3253,2022-07-11,Debit Card,1766316.09,COMPLETED,TXN-938653335,2026-08-14 11:46:23
958,18634,142,2022-05-20,UPI,1846045.31,COMPLETED,TXN-968041129,2026-08-14 11:46:23
959,9432,5891,2023-01-08,Bank Transfer,833971.21,COMPLETED,TXN-354566423,2026-08-14 11:46:23
960,17387,938,2024-11-01,Debit Card,502346.28,PENDING,TXN-664618012,2026-08-14 11:46:23
961,12024,7780,2021-02-17,Credit Card,1140225.78,PENDING,TXN-939706061,2026-08-14 11:46:23
962,17296,5548,2020-05-14,Debit Card,627228.91,PENDING,TXN-617902941,2026-08-14 11:46:23
963,3074,3301,2024-04-01,UPI,2364555.8,COMPLETED,TXN-179263932,2026-08-14 11:46:23
964,8663,6512,2023-02-25,Loan,811543.91,FAILED,TXN-641400954,2026-08-14 11:46:23
965,19132,467,2020-03-31,Credit Card,359040.28,FAILED,TXN-760374395,2026-08-14 11:46:23
966,15677,6565,2020-07-27,Loan,127885.62,COMPLETED,TXN-972237518,2026-08-14 11:46:23
967,18853,3217,2020-04-04,Debit Card,855818.2,COMPLETED,TXN-759594358,2026-08-14 11:46:23
968,1934,7247,2023-04-29,Credit Card,354889.43,FAILED,TXN-608024613,2026-08-14 11:46:23
969,5445,774,2020-09-29,Debit Card,985893.25,COMPLETED,TXN-912491632,2026-08-14 11:46:23
970,12702,4312,2025-01-27,Loan,1223069.85,PENDING,TXN-709588010,2026-08-14 11:46:23
971,12420,7503,2024-06-14,UPI,238319.98,PENDING,TXN-861775586,2026-08-14 11:46:23
972,9431,968,2020-11-19,Debit Card,841931.27,FAILED,TXN-460864575,2026-08-14 11:46:23
973,9635,8844,2023-10-11,UPI,1544395.82,FAILED,TXN-567078784,2026-08-14 11:46:23
974,14369,5407,2025-02-04,UPI,1109111.26,FAILED,TXN-900451287,2026-08-14 11:46:23
975,8729,7923,2025-05-20,Credit Card,977070.48,COMPLETED,TXN-857225875,2026-08-14 11:46:23
976,6131,234,2020-11-20,Bank Transfer,1101126.05,COMPLETED,TXN-470918505,2026-08-14 11:46:23
977,6791,7375,2020-11-06,Bank Transfer,929057.45,COMPLETED,TXN-798401714,2026-08-14 11:46:23
978,5418,1508,2023-01-01,Loan,1950548.91,FAILED,TXN-816772771,2026-08-14 11:46:23
979,8058,4825,2023-04-22,Loan,1492956.23,PENDING,TXN-822614039,2026-08-14 11:46:23
980,8213,278,2025-02-01,Loan,1370061.4,COMPLETED,TXN-965540308,2026-08-14 11:46:23
981,6937,5669,2023-07-15,Loan,1938609.09,FAILED,TXN-953002369,2026-08-14 11:46:23
982,249,5397,2020-12-30,Loan,778859.21,COMPLETED,TXN-375428137,2026-08-14 11:46:23
983,19139,3652,2021-05-26,UPI,283192.48,COMPLETED,TXN-437933428,2026-08-14 11:46:23
984,16543,4181,2021-03-21,UPI,379664.45,FAILED,TXN-198151895,2026-08-14 11:46:23
985,14299,679,2026-01-23,UPI,1705829.65,FAILED,TXN-276688880,2026-08-14 11:46:23
986,12069,1293,2022-12-10,Credit Card,264608.79,COMPLETED,TXN-155207783,2026-08-14 11:46:23
987,214,8061,2021-01-05,Bank Transfer,1146411.12,COMPLETED,TXN-973236168,2026-08-14 11:46:23
988,12658,552,2023-08-06,Loan,1872210.89,COMPLETED,TXN-276981275,2026-08-14 11:46:23
989,6111,9162,2025-04-06,Loan,704689.37,FAILED,TXN-630187243,2026-08-14 11:46:23
990,15122,9583,2024-05-17,Loan,720436.9,FAILED,TXN-736076706,2026-08-14 11:46:23
991,2625,2230,2021-05-10,Credit Card,876078.77,COMPLETED,TXN-120147793,2026-08-14 11:46:23
992,10957,9583,2021-04-18,Debit Card,1240386.09,COMPLETED,TXN-617106224,2026-08-14 11:46:23
993,11343,8628,2023-10-24,Loan,268082.29,COMPLETED,TXN-994783250,2026-08-14 11:46:23
994,6624,9128,2023-05-26,Bank Transfer,781931.23,COMPLETED,TXN-595234738,2026-08-14 11:46:23
995,19017,3748,2024-10-10,Loan,651739.95,PENDING,TXN-248600091,2026-08-14 11:46:23
996,6347,6047,2025-03-06,Loan,1230257.66,FAILED,TXN-592535362,2026-08-14 11:46:23
997,2451,6315,2024-12-01,Loan,1294245.09,COMPLETED,TXN-986225863,2026-08-14 11:46:23
998,8168,7697,2023-01-27,UPI,1586814.5,PENDING,TXN-935604638,2026-08-14 11:46:23
999,15317,629,2022-09-11,Credit Card,647746.26,FAILED,TXN-719391299,2026-08-14 11:46:23
1000,4313,7843,2026-03-19,Debit Card,368128.62,FAILED,TXN-313297473,2026-08-14 11:46:23
1001,7122,9556,2026-03-17,UPI,1128857.72,FAILED,TXN-966850086,2026-08-14 11:46:23
1002,20000,2248,2020-08-10,Credit Card,1154078.09,COMPLETED,TXN-925700645,2026-08-14 11:46:23
1003,7400,4890,2020-08-06,Bank Transfer,1536063.43,COMPLETED,TXN-478251016,2026-08-14 11:46:23
1004,12279,1742,2024-01-21,Credit Card,877774.78,COMPLETED,TXN-131800633,2026-08-14 11:46:23
1005,782,9893,2024-09-23,Debit Card,1604079.69,PENDING,TXN-855229113,2026-08-14 11:46:23
1006,5174,5540,2022-03-08,UPI,201992.19,FAILED,TXN-518977746,2026-08-14 11:46:23
1007,5672,7159,2025-12-21,Loan,525801.58,COMPLETED,TXN-616642924,2026-08-14 11:46:23
1008,9500,9411,2022-08-04,UPI,1774224.54,COMPLETED,TXN-843893921,2026-08-14 11:46:23
1009,6744,8326,2025-09-25,UPI,1385612.95,PENDING,TXN-281724989,2026-08-14 11:46:23
1010,7922,6057,2021-10-02,Bank Transfer,1675213.84,COMPLETED,TXN-109654599,2026-08-14 11:46:23
1011,10754,7760,2020-06-19,Loan,1400414.09,PENDING,TXN-173677781,2026-08-14 11:46:23
1012,1288,7015,2024-08-31,Loan,395330.33,COMPLETED,TXN-155671095,2026-08-14 11:46:23
1013,3811,7502,2025-09-03,Loan,1239744.95,COMPLETED,TXN-416312702,2026-08-14 11:46:23
1014,9561,7925,2023-10-19,UPI,306554.92,COMPLETED,TXN-753599816,2026-08-14 11:46:23
1015,3021,6781,2025-03-09,Debit Card,1617040.24,COMPLETED,TXN-958330405,2026-08-14 11:46:23
1016,11300,1152,2023-03-27,UPI,339486.44,PENDING,TXN-482793481,2026-08-14 11:46:23
1017,11002,5622,2021-02-22,Credit Card,1337354.84,COMPLETED,TXN-269734181,2026-08-14 11:46:23
