vehicle_id,manufacturer_id,dealer_id,customer_id,vin,model_name,vehicle_type,fuel_type,transmission,manufacturing_year,color,price,sale_date,vehicle_status,created_at
1976,6,38,5462.0,ASINHRLVTINTSJKZC,Nexon EV,SUV,Electric,Automatic,2020,White,3126111.0,2024-05-27,SOLD,2026-08-14 11:46:18
1977,4,10,6578.0,BFKYMBTTVCTSAFVWO,Creta,SUV,Petrol,Automatic,2025,Red,1131275.0,2022-03-22,SOLD,2026-08-14 11:46:18
1978,10,38,,CHITUFUAMFBRPZMQG,Baleno,Hatchback,Petrol,Automatic,2018,Red,1050011.0,,AVAILABLE,2026-08-14 11:46:18
1979,6,39,9280.0,ROGGCHWMMJTBRGZLZ,Venue,SUV,Petrol,Manual,2023,Blue,4259243.0,2022-04-12,SOLD,2026-08-14 11:46:18
1980,4,38,,CHGFBAQEIMEXSITOR,XUV700,SUV,Diesel,Automatic,2019,Grey,4244159.0,,AVAILABLE,2026-08-14 11:46:18
1981,8,7,6567.0,FFPNUZNRGZJTYMFRB,Civic,Sedan,Petrol,Automatic,2022,Red,4053013.0,2021-06-08,SOLD,2026-08-14 11:46:18
1982,11,10,6532.0,CPVTJLHZNNTGQZEUI,Seltos,SUV,Petrol,Automatic,2019,Black,3713634.0,2022-10-28,SOLD,2026-08-14 11:46:18
1983,1,40,,FXBYJGFNEDEGYSQTV,Camry,Sedan,Hybrid,Automatic,2018,White,2417372.0,,AVAILABLE,2026-08-14 11:46:18
1984,19,38,8734.0,GGOYYRSVMNNIBZDAJ,Scorpio,SUV,Diesel,Manual,2020,Silver,3145809.0,2023-01-05,SOLD,2026-08-14 11:46:18
1985,2,13,1029.0,WUTLVFQMRBFIPVOYY,Scorpio,SUV,Diesel,Manual,2023,Silver,2431659.0,2023-12-20,SOLD,2026-08-14 11:46:18
1986,1,21,,DWEQZYGVGWYQPXMPY,Harrier,SUV,Diesel,Automatic,2019,Blue,1670831.0,,AVAILABLE,2026-08-14 11:46:18
1987,4,20,809.0,ILPYCKDUWAQGDVQSP,Creta,SUV,Petrol,Automatic,2025,Blue,4204548.0,2025-10-20,SOLD,2026-08-14 11:46:18
1988,15,41,,RMCNKOSVOZVAGIIXT,XUV700,SUV,Diesel,Automatic,2023,Grey,1564093.0,,AVAILABLE,2026-08-14 11:46:18
1989,9,9,8221.0,OCNLAMATSUWUUZDSH,XUV700,SUV,Diesel,Automatic,2022,Grey,2481951.0,2026-02-11,SOLD,2026-08-14 11:46:18
1990,11,45,9679.0,HMVKXRUDUZPCYTEWA,Sonet,SUV,Diesel,Manual,2022,Blue,562274.0,2022-01-08,SOLD,2026-08-14 11:46:18
1991,16,32,6263.0,WUOPCDVAGZIGVBREZ,Nexon EV,SUV,Electric,Automatic,2021,Black,2163245.0,2026-06-11,SOLD,2026-08-14 11:46:18
1992,6,38,7046.0,PRXDGYZIUKWCLRNHL,Virtus,Sedan,Petrol,Automatic,2023,Blue,1299224.0,2023-12-22,SOLD,2026-08-14 11:46:18
1993,2,11,8895.0,XJPQVXXTIHKIGMMEH,Swift,Hatchback,Petrol,Manual,2022,White,4134708.0,2023-04-02,SOLD,2026-08-14 11:46:18
1994,17,22,5887.0,JWLBKJKACQYUJJBGB,Seltos,SUV,Petrol,Automatic,2021,Grey,4949358.0,2025-11-29,SOLD,2026-08-14 11:46:18
1995,18,11,7829.0,ZQRSUDBVLKISNZGBA,Swift,Hatchback,Petrol,Manual,2020,White,3893450.0,2021-07-06,SOLD,2026-08-14 11:46:18
1996,17,18,9577.0,SNMQFUNZDYOTPWDZH,Fortuner,SUV,Diesel,Automatic,2022,Black,3540137.0,2021-11-20,SOLD,2026-08-14 11:46:18
1997,11,48,,PSCSPUPZZVMMOZNCD,Baleno,Hatchback,Petrol,Automatic,2020,Blue,3786573.0,,AVAILABLE,2026-08-14 11:46:18
1998,6,12,142.0,DAMSSPVUEEMFUOGZC,Scorpio,SUV,Diesel,Manual,2020,Silver,4973507.0,2021-03-11,SOLD,2026-08-14 11:46:18
1999,13,11,9052.0,SDHGYPSBOFTSQBKNZ,Verna,Sedan,Petrol,Automatic,2022,Black,2082955.0,2024-08-11,SOLD,2026-08-14 11:46:18
2000,1,6,4026.0,ZQLLQQMMWXSRCHSJV,Scorpio,SUV,Diesel,Manual,2022,Blue,1231398.0,2023-01-25,SOLD,2026-08-14 11:46:18
2001,19,12,,QHKOUMBGBDATBCPLG,Model 3,Sedan,Electric,Automatic,2024,Red,612782.0,,AVAILABLE,2026-08-14 11:46:18
2002,6,45,,ROUZBGTVKYGIPAIGP,City,Sedan,Petrol,Automatic,2024,White,3938568.0,,AVAILABLE,2026-08-14 11:46:18
2003,9,22,5920.0,NHGSLCKZNOIJYLXZI,Nexon EV,SUV,Electric,Automatic,2020,White,2129112.0,2024-10-28,SOLD,2026-08-14 11:46:18
2004,16,19,,JGFBGFFCUFVQPJQNV,Nexon EV,SUV,Electric,Automatic,2019,White,2442795.0,,AVAILABLE,2026-08-14 11:46:18
2005,3,37,,BFCBOOAVLCQIUOSOY,Creta,SUV,Petrol,Automatic,2026,Blue,2184367.0,,AVAILABLE,2026-08-14 11:46:18
2006,6,9,,SQUYHYNVVHXGOHKVH,Scorpio,SUV,Diesel,Manual,2019,White,4389632.0,,AVAILABLE,2026-08-14 11:46:18
2007,19,15,767.0,RQTKFUUSVLNHGHISA,Fortuner,SUV,Diesel,Automatic,2026,Black,678406.0,2024-09-15,SOLD,2026-08-14 11:46:18
2008,15,32,4604.0,KPHEKEUJGWGFIOYWX,Nexon EV,SUV,Electric,Automatic,2024,White,1430273.0,2024-06-27,SOLD,2026-08-14 11:46:18
2009,16,28,3579.0,MRUMDMPOIWCQPHTXV,XUV700,SUV,Diesel,Automatic,2018,White,3469471.0,2025-11-23,SOLD,2026-08-14 11:46:18
2010,19,21,3275.0,AAHHIWCPYUCZEKCMA,Creta,SUV,Petrol,Automatic,2019,Red,4053911.0,2023-01-16,SOLD,2026-08-14 11:46:18
2011,14,43,1824.0,TGLLKBZQTBDRXGYGH,XUV700,SUV,Diesel,Automatic,2024,White,2162851.0,2022-04-22,SOLD,2026-08-14 11:46:18
2012,1,42,,OOVKOMYTAMABXYUJB,Model 3,Sedan,Electric,Automatic,2024,Silver,1281428.0,,AVAILABLE,2026-08-14 11:46:18
2013,5,13,4523.0,TJYNKCGBPYOUBUISP,Harrier,SUV,Diesel,Automatic,2021,Red,1475630.0,2023-03-24,SOLD,2026-08-14 11:46:18
2014,6,30,6363.0,NRCCWRHWTISAEMFDO,Civic,Sedan,Petrol,Automatic,2025,Red,3536778.0,2025-11-13,SOLD,2026-08-14 11:46:18
2015,2,28,9903.0,PVQZYDLAHXVFYMHQB,Thar,SUV,Diesel,Manual,2018,Silver,2010459.0,2023-04-12,SOLD,2026-08-14 11:46:18
2016,14,5,5574.0,GKNBANNKHNVZLOVVH,Civic,Sedan,Petrol,Automatic,2026,Red,4791587.0,2021-02-13,SOLD,2026-08-14 11:46:18
2017,1,6,9251.0,IIKYNRIFREDHUCSDY,Civic,Sedan,Petrol,Automatic,2022,Grey,1946494.0,2022-02-12,SOLD,2026-08-14 11:46:18
2018,6,3,,OGGBECDROXKVJDUZE,Scorpio,SUV,Diesel,Manual,2025,Silver,2338721.0,,AVAILABLE,2026-08-14 11:46:18
2019,9,50,,WOQEBZRYMDMYBKNOO,Venue,SUV,Petrol,Manual,2020,Black,4662513.0,,AVAILABLE,2026-08-14 11:46:18
2020,9,23,3218.0,RHGDHZXPKMDKLPPFQ,Camry,Sedan,Hybrid,Automatic,2022,Red,3760829.0,2025-08-14,SOLD,2026-08-14 11:46:18
2021,19,49,,STRNQNZTWEHYNQEUG,Nexon,SUV,Petrol,Manual,2026,Silver,2961401.0,,AVAILABLE,2026-08-14 11:46:18
2022,8,25,9304.0,YMRBSXKCBFMZSLPUX,XUV700,SUV,Diesel,Automatic,2025,Black,2856141.0,2020-06-18,SOLD,2026-08-14 11:46:18
2023,7,34,4362.0,RQKDMNRVVVUXQGOGP,Camry,Sedan,Hybrid,Automatic,2018,Blue,601400.0,2020-09-15,SOLD,2026-08-14 11:46:18
2024,11,15,5128.0,XUMJJTEYRJMMJETRH,Seltos,SUV,Petrol,Automatic,2020,White,2747449.0,2025-05-27,SOLD,2026-08-14 11:46:18
2025,13,47,,HGJRFUIELFHKWTITT,Venue,SUV,Petrol,Manual,2018,Blue,634246.0,,AVAILABLE,2026-08-14 11:46:18
2026,8,31,,JJHZJLKGULQAQJXWA,Sonet,SUV,Diesel,Manual,2018,Silver,4084796.0,,AVAILABLE,2026-08-14 11:46:18
2027,16,42,4811.0,ODKXQMNVZYFZLWWMW,Camry,Sedan,Hybrid,Automatic,2026,Blue,4321939.0,2022-06-28,SOLD,2026-08-14 11:46:18
2028,9,18,6492.0,XSLKMRYWHHAJCNVFW,Thar,SUV,Diesel,Manual,2026,Red,1190838.0,2024-03-16,SOLD,2026-08-14 11:46:18
2029,12,27,7658.0,SVDBVMZVHPYPAAUAU,Venue,SUV,Petrol,Manual,2021,Red,3752258.0,2021-06-22,SOLD,2026-08-14 11:46:18
2030,18,5,1428.0,FAXYDDVHJMKWDOLJO,Baleno,Hatchback,Petrol,Automatic,2026,Grey,3626996.0,2025-10-28,SOLD,2026-08-14 11:46:18
2031,20,37,2444.0,ILUNMOCMWFAMZGJBP,Nexon EV,SUV,Electric,Automatic,2020,Blue,4487759.0,2025-01-28,SOLD,2026-08-14 11:46:18
2032,4,1,672.0,KZMIVGWBSAOZUKLDS,Seltos,SUV,Petrol,Automatic,2018,Silver,3730106.0,2025-02-04,SOLD,2026-08-14 11:46:18
2033,8,24,7019.0,TZYAFFMUZFOCHJWWI,Camry,Sedan,Hybrid,Automatic,2018,Black,3330827.0,2020-05-16,SOLD,2026-08-14 11:46:18
2034,8,29,9702.0,OAWUFXZAQADQYCUTC,Venue,SUV,Petrol,Manual,2021,White,2560637.0,2025-09-16,SOLD,2026-08-14 11:46:18
2035,13,31,365.0,JLWCYHRSWKQJEQVRU,City,Sedan,Petrol,Automatic,2019,Blue,4451061.0,2024-07-15,SOLD,2026-08-14 11:46:18
2036,5,12,7789.0,IJINKFQOYHXPRCTWU,Scorpio,SUV,Diesel,Manual,2019,Blue,2858954.0,2026-06-11,SOLD,2026-08-14 11:46:18
2037,1,50,8308.0,TAUKVZGSJLORCDXAZ,Seltos,SUV,Petrol,Automatic,2021,Blue,3260664.0,2024-10-30,SOLD,2026-08-14 11:46:18
2038,11,44,765.0,ZWTWULLLAFWBFHOJR,Model 3,Sedan,Electric,Automatic,2021,Blue,4448754.0,2024-05-05,SOLD,2026-08-14 11:46:18
2039,14,14,2772.0,RBKNRXXALSCJQWBAY,Verna,Sedan,Petrol,Automatic,2025,Red,4725467.0,2025-10-10,SOLD,2026-08-14 11:46:18
2040,1,48,5287.0,VTKWQKABLBVVOMEBK,Swift,Hatchback,Petrol,Manual,2020,Black,3039091.0,2020-03-30,SOLD,2026-08-14 11:46:18
2041,4,45,,QZIXGCDGJSGDIFOKY,City,Sedan,Petrol,Automatic,2019,Blue,4044920.0,,AVAILABLE,2026-08-14 11:46:18
2042,13,44,,XXNEOMYTSCLVSXVOP,City,Sedan,Petrol,Automatic,2021,Black,3777883.0,,AVAILABLE,2026-08-14 11:46:18
2043,2,49,2669.0,NMLKERQXMJLNXVKOA,Punch,SUV,Petrol,Manual,2025,Black,624403.0,2026-06-24,SOLD,2026-08-14 11:46:18
2044,19,38,8339.0,INGALEEJJPGPFUQQF,Scorpio,SUV,Diesel,Manual,2025,White,1839981.0,2020-11-24,SOLD,2026-08-14 11:46:18
2045,18,10,3344.0,WMSTEPXIYKJTPCKQQ,Camry,Sedan,Hybrid,Automatic,2019,Red,4389382.0,2022-08-13,SOLD,2026-08-14 11:46:18
2046,1,35,5046.0,RYJACRGJBFUSNURJW,Camry,Sedan,Hybrid,Automatic,2024,Blue,1939616.0,2022-12-10,SOLD,2026-08-14 11:46:18
2047,10,11,,IVLWLSCULFYJPJGLW,Nexon,SUV,Petrol,Manual,2021,White,4992621.0,,AVAILABLE,2026-08-14 11:46:18
2048,8,21,9856.0,OGNINDFPZWMGOQZDC,Verna,Sedan,Petrol,Automatic,2022,Silver,1447532.0,2020-03-19,SOLD,2026-08-14 11:46:18
2049,19,40,6233.0,VTZACBFDCKDGZAWCZ,Camry,Sedan,Hybrid,Automatic,2023,Blue,1032755.0,2022-01-05,SOLD,2026-08-14 11:46:18
2050,15,13,9950.0,PESOABIOZLZXNPFPL,Nexon,SUV,Petrol,Manual,2022,Black,1862360.0,2025-12-12,SOLD,2026-08-14 11:46:18
2051,18,33,4020.0,BPDHLUNXFCLDHGXVH,Venue,SUV,Petrol,Manual,2019,Red,1730592.0,2020-08-10,SOLD,2026-08-14 11:46:18
2052,18,8,92.0,YETSDDRYQPWQZXBEL,Camry,Sedan,Hybrid,Automatic,2022,Grey,3661709.0,2024-05-01,SOLD,2026-08-14 11:46:18
2053,8,44,8646.0,LDGNZXHTGUPTBNBZI,Harrier,SUV,Diesel,Automatic,2019,Red,934572.0,2026-07-03,SOLD,2026-08-14 11:46:18
2054,9,50,2326.0,YNTNZGYIZKOLLTNBB,Virtus,Sedan,Petrol,Automatic,2023,White,1281429.0,2025-09-24,SOLD,2026-08-14 11:46:18
2055,7,29,,TPVZADJWZNAWRVZIF,Nexon EV,SUV,Electric,Automatic,2020,Red,956333.0,,AVAILABLE,2026-08-14 11:46:18
2056,10,3,3336.0,MSPNIDUSWMSJYWSLO,City,Sedan,Petrol,Automatic,2026,White,4804844.0,2020-05-07,SOLD,2026-08-14 11:46:18
2057,17,41,6589.0,QDOZKVAMBCPWERTYA,Punch,SUV,Petrol,Manual,2020,Blue,4934991.0,2021-09-07,SOLD,2026-08-14 11:46:18
2058,14,36,4850.0,KDSUFWCKYNSUZCETS,Scorpio,SUV,Diesel,Manual,2023,White,4917250.0,2023-05-10,SOLD,2026-08-14 11:46:18
2059,1,30,9494.0,ZZDRWFAVFYDHPBCAE,XUV700,SUV,Diesel,Automatic,2025,Grey,2042251.0,2023-10-20,SOLD,2026-08-14 11:46:18
2060,9,6,36.0,UVUUBHDYEENQICICI,Punch,SUV,Petrol,Manual,2024,White,1442319.0,2024-09-28,SOLD,2026-08-14 11:46:18
2061,6,31,255.0,GWFMHMKTIYWDOHPBI,Fortuner,SUV,Diesel,Automatic,2026,Black,777609.0,2026-04-02,SOLD,2026-08-14 11:46:18
2062,1,16,,FKYSQYDHPFHTNJMZJ,Model 3,Sedan,Electric,Automatic,2020,Red,976628.0,,AVAILABLE,2026-08-14 11:46:18
2063,7,44,,JGYVVLSAAXVZTQQQI,Venue,SUV,Petrol,Manual,2023,Blue,2331585.0,,AVAILABLE,2026-08-14 11:46:18
2064,13,41,5473.0,ANPZFVZGNREGGQWKY,Scorpio,SUV,Diesel,Manual,2018,White,4564724.0,2025-11-07,SOLD,2026-08-14 11:46:18
2065,6,1,2337.0,PVFPDSGNINIVLHNAF,Verna,Sedan,Petrol,Automatic,2023,Black,1861523.0,2023-05-06,SOLD,2026-08-14 11:46:18
2066,14,39,2560.0,LMLZLFCJYJSGCQSSB,Nexon,SUV,Petrol,Manual,2023,Black,4346422.0,2022-07-01,SOLD,2026-08-14 11:46:18
2067,1,12,9337.0,WRBMCIJMNJDDSCHLU,Sonet,SUV,Diesel,Manual,2018,Black,3897965.0,2025-01-22,SOLD,2026-08-14 11:46:18
2068,20,25,,ZDVBABYNPYGXHRQWF,City,Sedan,Petrol,Automatic,2021,Red,2963264.0,,AVAILABLE,2026-08-14 11:46:18
2069,11,9,,UMLXAZAWHRFQXTYTR,Verna,Sedan,Petrol,Automatic,2021,Grey,3476779.0,,AVAILABLE,2026-08-14 11:46:18
2070,14,17,8730.0,ZDMSFFFOEMMASUCXS,Seltos,SUV,Petrol,Automatic,2022,Grey,3580437.0,2024-12-05,SOLD,2026-08-14 11:46:18
2071,1,16,4457.0,BCZDMVROFSBFXRQCZ,Fortuner,SUV,Diesel,Automatic,2019,Silver,1732036.0,2025-09-20,SOLD,2026-08-14 11:46:18
2072,19,29,,ELSLLXHLPEZINFAHE,Civic,Sedan,Petrol,Automatic,2022,Grey,3599076.0,,AVAILABLE,2026-08-14 11:46:18
2073,13,27,2084.0,TYGBFVXEPWHGHLZQV,XUV700,SUV,Diesel,Automatic,2018,Red,4089380.0,2022-08-03,SOLD,2026-08-14 11:46:18
2074,13,30,8667.0,MHNTHJZLILXXFCGWD,Model 3,Sedan,Electric,Automatic,2019,Black,2879880.0,2024-07-28,SOLD,2026-08-14 11:46:18
2075,12,38,7940.0,DSOHRGZAFIYVNUSKQ,Verna,Sedan,Petrol,Automatic,2018,Silver,1631526.0,2021-12-14,SOLD,2026-08-14 11:46:18
2076,6,39,2717.0,ZBDZNJNZOARIVYBHE,Seltos,SUV,Petrol,Automatic,2018,Red,1580543.0,2024-08-09,SOLD,2026-08-14 11:46:18
2077,14,26,9326.0,QGTDYFYXOOROMJFBY,Punch,SUV,Petrol,Manual,2020,Black,3924073.0,2026-07-17,SOLD,2026-08-14 11:46:18
2078,12,25,9844.0,BTEKTYUPJKKMEEKKY,Model 3,Sedan,Electric,Automatic,2021,Silver,2579941.0,2021-09-24,SOLD,2026-08-14 11:46:18
2079,18,48,6551.0,URXYAVEOAJIVDHHMK,Civic,Sedan,Petrol,Automatic,2025,Grey,4818185.0,2026-03-27,SOLD,2026-08-14 11:46:18
2080,16,29,,EFVLSWOKXYJWKAPGU,Model 3,Sedan,Electric,Automatic,2018,Silver,4139215.0,,AVAILABLE,2026-08-14 11:46:18
2081,4,16,801.0,DDYCUIGMAHFWKSAQI,Venue,SUV,Petrol,Manual,2021,White,2609472.0,2025-11-13,SOLD,2026-08-14 11:46:18
2082,11,13,3107.0,XFXICBRJHSYTINISF,Model 3,Sedan,Electric,Automatic,2020,Red,1798203.0,2020-12-12,SOLD,2026-08-14 11:46:18
2083,1,2,4745.0,HHNFOPNHPDIHGHCJH,Nexon,SUV,Petrol,Manual,2025,Red,916665.0,2023-05-03,SOLD,2026-08-14 11:46:18
2084,5,40,4997.0,FVEYJCVLQSQJPTSIG,Punch,SUV,Petrol,Manual,2022,Grey,783163.0,2022-07-18,SOLD,2026-08-14 11:46:18
2085,19,5,274.0,GLVZZRHBJANKATWDT,Thar,SUV,Diesel,Manual,2025,Silver,4833439.0,2022-04-16,SOLD,2026-08-14 11:46:18
2086,5,41,544.0,SKRYQNILKESXARAJY,Sonet,SUV,Diesel,Manual,2023,Grey,4147188.0,2026-01-21,SOLD,2026-08-14 11:46:18
2087,13,20,2219.0,BKOZDDAQSGRICLZZE,Scorpio,SUV,Diesel,Manual,2023,Blue,595265.0,2023-04-30,SOLD,2026-08-14 11:46:18
2088,5,4,,ZQHFAKXDRNZJUFTHA,Seltos,SUV,Petrol,Automatic,2021,White,3325565.0,,AVAILABLE,2026-08-14 11:46:18
2089,19,32,1677.0,ZPWMNAHMGWGLJEDQG,Camry,Sedan,Hybrid,Automatic,2020,Blue,3861137.0,2022-12-05,SOLD,2026-08-14 11:46:18
2090,18,3,2158.0,KJCONVRCLYPXKBWII,Baleno,Hatchback,Petrol,Automatic,2025,Grey,1214500.0,2020-01-18,SOLD,2026-08-14 11:46:18
2091,12,16,6693.0,IZXAMKBCAHAIFKEXF,Nexon,SUV,Petrol,Manual,2026,Red,1343088.0,2024-08-02,SOLD,2026-08-14 11:46:18
2092,19,22,,YEGXJYSQGASKOGIKK,Civic,Sedan,Petrol,Automatic,2018,Silver,2935881.0,,AVAILABLE,2026-08-14 11:46:18
2093,8,20,,AJVZSQBCAOFXNKJTS,Civic,Sedan,Petrol,Automatic,2023,Black,1870420.0,,AVAILABLE,2026-08-14 11:46:18
2094,3,43,5174.0,XDSWGPDQKIKZGGLRA,Thar,SUV,Diesel,Manual,2018,White,1313134.0,2024-07-15,SOLD,2026-08-14 11:46:18
2095,16,32,,ZQEUNKEYSLIOESKEF,Civic,Sedan,Petrol,Automatic,2019,Red,1922357.0,,AVAILABLE,2026-08-14 11:46:18
2096,12,4,9431.0,VTCUFFTJZUHAPDBMM,Creta,SUV,Petrol,Automatic,2020,Grey,877390.0,2022-01-04,SOLD,2026-08-14 11:46:18
2097,11,40,1163.0,TVPGTTTEYNTCWHKET,Virtus,Sedan,Petrol,Automatic,2025,Black,4825471.0,2022-03-23,SOLD,2026-08-14 11:46:18
2098,7,30,,QKMIUBZUJARXGNOUA,Nexon EV,SUV,Electric,Automatic,2022,Silver,2042232.0,,AVAILABLE,2026-08-14 11:46:18
2099,9,29,2.0,NLVESXURJIEVATHFU,Verna,Sedan,Petrol,Automatic,2024,White,4638790.0,2023-01-14,SOLD,2026-08-14 11:46:18
2100,15,48,2109.0,RXVIAAKIFZCLXDUHE,Sonet,SUV,Diesel,Manual,2019,White,3144200.0,2022-07-12,SOLD,2026-08-14 11:46:18
2101,16,27,,OEKQGGRZNYCQSYTIG,Swift,Hatchback,Petrol,Manual,2025,Grey,1098044.0,,AVAILABLE,2026-08-14 11:46:18
2102,2,45,5854.0,BFPFPQBWSPVKSFMQJ,Sonet,SUV,Diesel,Manual,2021,Grey,4554392.0,2021-01-02,SOLD,2026-08-14 11:46:18
2103,6,35,4391.0,IUHGZTDGWSBOKLCYO,Virtus,Sedan,Petrol,Automatic,2021,Silver,3717254.0,2023-12-11,SOLD,2026-08-14 11:46:18
2104,2,39,5801.0,LBEJVTALKNLJLAVZC,Punch,SUV,Petrol,Manual,2023,Silver,512210.0,2025-09-15,SOLD,2026-08-14 11:46:18
2105,18,48,1564.0,WKGIGWZNFLKHQOXKY,Punch,SUV,Petrol,Manual,2022,Silver,4290742.0,2023-08-07,SOLD,2026-08-14 11:46:18
2106,20,26,,ZCCRKTHLVOUBSSAUK,Baleno,Hatchback,Petrol,Automatic,2024,White,1481241.0,,AVAILABLE,2026-08-14 11:46:18
2107,16,31,,QAWCVKMZRJLKZJUJB,Nexon,SUV,Petrol,Manual,2021,White,594857.0,,AVAILABLE,2026-08-14 11:46:18
2108,10,21,,DACQXGVSFVSSHQAYR,Verna,Sedan,Petrol,Automatic,2018,Black,2817700.0,,AVAILABLE,2026-08-14 11:46:18
2109,20,46,,PMKXXOMTAPTZHVZNW,Sonet,SUV,Diesel,Manual,2026,White,1183125.0,,AVAILABLE,2026-08-14 11:46:18
2110,7,38,2627.0,TSERMVZEKUDGTFKHD,Fortuner,SUV,Diesel,Automatic,2026,Silver,2501080.0,2020-06-12,SOLD,2026-08-14 11:46:18
2111,18,36,4567.0,HMMINGILAIMCQLXWI,Fortuner,SUV,Diesel,Automatic,2026,Blue,4231387.0,2020-03-27,SOLD,2026-08-14 11:46:18
2112,1,10,9963.0,ZYGBCLWBLDCOKNLPR,Fortuner,SUV,Diesel,Automatic,2024,Silver,1259529.0,2023-10-16,SOLD,2026-08-14 11:46:18
2113,14,46,,MPWSFANUPUXBGDTRI,Model 3,Sedan,Electric,Automatic,2021,Silver,2208958.0,,AVAILABLE,2026-08-14 11:46:18
2114,14,9,,FFFDNQULRNEZBWMPJ,Thar,SUV,Diesel,Manual,2025,Silver,2092774.0,,AVAILABLE,2026-08-14 11:46:18
2115,9,2,876.0,LKPAEBYHRKNYJNJIX,Seltos,SUV,Petrol,Automatic,2018,Blue,4588456.0,2024-11-04,SOLD,2026-08-14 11:46:18
2116,20,36,698.0,TTWXLKLOMIHMNFMIK,Civic,Sedan,Petrol,Automatic,2019,Blue,844153.0,2021-11-19,SOLD,2026-08-14 11:46:18
2117,20,6,4623.0,QSJKYABKBSSBQHUQO,Sonet,SUV,Diesel,Manual,2019,Black,1161532.0,2022-06-29,SOLD,2026-08-14 11:46:18
2118,5,25,,NJAUSADXNXJRZNSWJ,Fortuner,SUV,Diesel,Automatic,2026,Silver,3312580.0,,AVAILABLE,2026-08-14 11:46:18
2119,18,22,,DMVKSXQVAQSIQBIRS,Sonet,SUV,Diesel,Manual,2024,Black,1867421.0,,AVAILABLE,2026-08-14 11:46:18
2120,6,43,,VCUBSCGQDQUFKVGLU,Harrier,SUV,Diesel,Automatic,2018,Silver,3882940.0,,AVAILABLE,2026-08-14 11:46:18
2121,15,44,,PQETSXDLDXBAQYTXP,Scorpio,SUV,Diesel,Manual,2021,Blue,3130159.0,,AVAILABLE,2026-08-14 11:46:18
2122,16,44,4467.0,UKIMDUYKTFVVUPUTT,Nexon,SUV,Petrol,Manual,2022,Red,2836360.0,2024-01-28,SOLD,2026-08-14 11:46:18
2123,2,35,3223.0,NULAAUFFMGKTSUTWZ,XUV700,SUV,Diesel,Automatic,2019,Silver,4222805.0,2020-11-23,SOLD,2026-08-14 11:46:18
2124,13,48,9377.0,NVLQSGDFDQKNFAAVC,Punch,SUV,Petrol,Manual,2022,Red,2545820.0,2023-10-20,SOLD,2026-08-14 11:46:18
2125,16,25,,ZSJRBTPSLZSZNSUIG,Camry,Sedan,Hybrid,Automatic,2020,Black,3917897.0,,AVAILABLE,2026-08-14 11:46:18
2126,11,45,46.0,HPTDOSTAWEPHUVMYO,Virtus,Sedan,Petrol,Automatic,2018,Black,2446904.0,2024-01-28,SOLD,2026-08-14 11:46:18
2127,13,5,2126.0,UGAOWYQASCFEBCHQS,Sonet,SUV,Diesel,Manual,2026,Red,4578220.0,2024-03-11,SOLD,2026-08-14 11:46:18
2128,1,14,794.0,SBMZMXSWTHGHCNNRY,Fortuner,SUV,Diesel,Automatic,2024,Black,934813.0,2023-09-16,SOLD,2026-08-14 11:46:18
2129,2,26,,DILBEQHZXPBYRYHYL,Fortuner,SUV,Diesel,Automatic,2023,White,570159.0,,AVAILABLE,2026-08-14 11:46:18
2130,5,47,1438.0,DFWPGTFHEZCXOZTAL,Seltos,SUV,Petrol,Automatic,2018,Blue,2731217.0,2024-10-22,SOLD,2026-08-14 11:46:18
2131,18,38,,GCYTMBJRNFZLQXLDZ,Harrier,SUV,Diesel,Automatic,2018,Blue,2314922.0,,AVAILABLE,2026-08-14 11:46:18
2132,4,11,3888.0,RIUDVQYJWRSVYSZCI,Nexon EV,SUV,Electric,Automatic,2023,Black,1700933.0,2020-04-28,SOLD,2026-08-14 11:46:18
2133,1,39,3278.0,SBQYPOTZJPNGBGENZ,Venue,SUV,Petrol,Manual,2025,Grey,3612403.0,2025-02-27,SOLD,2026-08-14 11:46:18
2134,20,24,9413.0,RSMVRTXTFYDYKPSXK,Creta,SUV,Petrol,Automatic,2018,White,3791884.0,2022-02-03,SOLD,2026-08-14 11:46:18
2135,20,46,2180.0,RRHTCJTFYZZQNAROJ,Sonet,SUV,Diesel,Manual,2025,Silver,3426088.0,2025-03-13,SOLD,2026-08-14 11:46:18
2136,11,17,9676.0,MYDBHIJCBOBFHVQVG,Venue,SUV,Petrol,Manual,2023,Silver,867796.0,2021-07-15,SOLD,2026-08-14 11:46:18
2137,18,39,5397.0,WZKMNPJFHTFIIVSIX,Verna,Sedan,Petrol,Automatic,2019,White,4810022.0,2022-07-11,SOLD,2026-08-14 11:46:18
2138,18,2,,EDWWEHDBOYJXWXKSY,Sonet,SUV,Diesel,Manual,2023,Grey,3765598.0,,AVAILABLE,2026-08-14 11:46:18
2139,12,34,,NWICMLSSBIYMQHILU,Thar,SUV,Diesel,Manual,2023,Red,2873893.0,,AVAILABLE,2026-08-14 11:46:18
2140,13,11,6079.0,RCVTFEQFZALZVNYLE,Scorpio,SUV,Diesel,Manual,2025,Blue,1534717.0,2021-09-03,SOLD,2026-08-14 11:46:18
2141,16,4,6225.0,HIZGIEBTAYKVXKWGD,Swift,Hatchback,Petrol,Manual,2024,White,2469089.0,2020-02-19,SOLD,2026-08-14 11:46:18
